Company,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Day/Night Launch,Complex ID,Launch Site,Territory,Country
Arianespace,9/11/96,0:00:00,Ariane 42P,Echostar-2,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,10/20/96,7:20:00,Long March 2D,FSW-2 No.3,Active,Success,Day,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China
VKS RF,10/24/96,11:37:00,Molniya-M /Block ML,Molniya-3 na A165,Retired,Success,Day,Site 43/4,Plesetsk Cosmodrome,,Russia
Arianespace,11/13/96,22:40:00,Ariane 44L,"Arabsat-2B, Measat-2",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,12/11/96,12:00:00,Tsyklon-2,Cosmos 2335,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
VKS RF,12/20/96,6:43:00,Cosmos-3M (11K65M),Cosmos 2336,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,1/30/97,22:04:00,Ariane 44L,"GE-2, Nahuel 1A",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
ISAS,2/12/97,4:50:00,Mu-V / M-24,Muses B,Retired,Success,Night,Mu Pad,Uchinoura Space Center,,Japan
VKS RF,2/14/97,3:47:00,Tsyklon-3,Cosmos 2337 to 2339 & Gonets 4 to 6,Retired,Success,Night,Site 32/2,Plesetsk Cosmodrome,,Russia
Arianespace,3/1/97,1:07:00,Ariane 44P,Intelsat 801,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MITT,3/4/97,2:00:00,Start-1,Zeya,Active,Success,Night, ,Svobodny Cosmodrome,,Russia
Arianespace,4/16/97,23:08:00,Ariane 44LP,"Thaicom 3, BSAT 1a",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,4/17/97,13:03:00,Cosmos-3M (11K65M),Cosmos 2341,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Northrop,4/21/97,11:59:00,Pegasus XL,MiniSat & Celestis space burial,Active,Success,Day,Stargazer,Base Aerea de Gando,,Gran Canaria
CASC,5/11/97,16:17:00,Long March 3A,ChinaSat 6,Active,Success,Day,LC-2,Xichang Satellite Launch Center,,China
VKS RF,5/14/97,0:33:00,Molniya-M /Block 2BL,Cosmos 2342,Retired,Success,Night,Site 43/4,Plesetsk Cosmodrome,,Russia
VKS RF,5/20/97,7:07:00,Zenit-2,Tselina-2 na A19,Retired,Failure,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
Arianespace,6/3/97,23:20:00,Ariane 44L,"Inmarsat 3 F4, Insat 2D",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,6/10/97,12:01:00,Long March 3,Fengyun-2A,Retired,Success,Day,LC-3,Xichang Satellite Launch Center,,China
Arianespace,6/25/97,23:44:00,Ariane 44P,Intelsat 802,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Northrop,8/1/97,20:20:00,Pegasus XL,OrbView-2,Active,Success,Night,Stargazer,Base Aerea de Gando,,Gran Canaria
Arianespace,8/8/97,6:46:00,Ariane 44P,Panamsat-6,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,8/19/97,17:50:00,Long March 3B,Agila-2,Retired,Success,Day,LC-2,Xichang Satellite Launch Center,,China
CASC,9/1/97,14:00:00,Long March 2C,Iridium mass simulator A&B,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
Arianespace,9/2/97,22:21:00,Ariane 44LP,"Hot Bird 3, Meteosat 7",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,9/23/97,16:44:00,Cosmos-3M (11K65M),Cosmos 2346 & FAISAT-2V,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,9/23/97,23:58:00,Ariane 44LP,Intelsat 803,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,9/24/97,21:30:00,Molniya-M /Block ML,Molniya-1T na A166,Retired,Success,Night,Site 43/3,Plesetsk Cosmodrome,,Russia
ISRO,9/29/97,10:20:00,PSLV-G,IRS-1D,Retired,Partial Failure,Day,First Launch Pad,Satish Dhawan Space Centre,,India
CASC,10/16/97,19:13:00,Long March 3B,Apstar 2R,Retired,Success,Night,LC-2,Xichang Satellite Launch Center,,China
ESA,10/30/97,13:43:00,Ariane 5 G,"MaqSat-H, TEAMSAT, MaqSat-B, YES",Retired,Partial Failure,Day,ELA-3,Guiana Space Centre - French Guiana,,France
AEB,11/2/97,,VLS-1,SCD-2A,Retired,Failure,,VLS Pad,Alc̢ntara Launch Center - Maranḥo,,Brazil
MHI,11/27/97,21:27:00,H-II,TRMM & Orihime/Hikoboshi,Retired,Success,Night,LA-Y1,Tanegashima Space Center,,Japan
Arianespace,12/2/97,22:52:00,Ariane 44P,"JCSAT-5, Equator S",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,12/8/97,7:16:00,Long March 2C,Iridium 42 & 44,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
VKS RF,12/9/97,7:17:00,Tsyklon-2,Cosmos 2347,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
Arianespace,12/12/97,21:48:00,Ariane 44L,"Sirius-2, Cakrawarta-1",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,12/22/97,0:16:00,Ariane 42L,Intelsat 804,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MITT,12/24/97,13:32:00,Start-1,Earlybird 1,Active,Success,Day, ,Svobodny Cosmodrome,,Russia
ILS,12/24/97,23:19:00,Proton K/Block DM-3,PAS-22,Retired,Partial Failure,Night,Site 81/23,Baikonur Cosmodrome,,Kazakhstan
IAI,1/22/98,,Shavit,Ofek-4,Retired,Failure,,Pad 1,Palmachim Airbase,,Israel
Arianespace,2/4/98,23:29:00,Ariane 44LP,"Brasilsat B3, Inmarsat-3 F5",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MHI,2/21/98,7:55:00,H-II,Kakehashi,Retired,Partial Failure,Day,LA-Y1,Tanegashima Space Center,,Japan
Arianespace,2/27/98,22:38:00,Ariane 42P,Hot Bird 4,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,3/24/98,1:46:00,Ariane 40,SPOT-4,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,3/25/98,17:01:00,Long March 2C,Iridium 51 & 61,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
Arianespace,4/28/98,22:53:00,Ariane 44P,"Nilesat-101, BSAT-1B",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,5/2/98,9:16:00,Long March 2C,Iridium 69 & 71,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
VKS RF,5/7/98,8:53:00,Molniya-M /Block 2BL,Cosmos 2351,Retired,Success,Day,Site 16/2,Plesetsk Cosmodrome,,Russia
CASC,5/30/98,10:00:00,Long March 3B,ChinaStar 1,Retired,Success,Day,LC-2,Xichang Satellite Launch Center,,China
VKS RF,6/15/98,22:58:00,Tsyklon-3,Cosmos 2352 to 2357,Retired,Partial Failure,Night,Site 32/1,Plesetsk Cosmodrome,,Russia
CASC,6/18/98,9:20:00,Long March 3B,SinoSat 1,Retired,Success,Day,LC-2,Xichang Satellite Launch Center,,China
VKS RF,7/1/98,0:48:00,Molniya-M /Block ML,Molniya-3 na A167,Retired,Success,Night,Site 43/3,Plesetsk Cosmodrome,,Russia
ISAS,7/3/98,18:12:00,Mu-V / M-24,Nozomi,Retired,Success,Night,Mu Pad,Uchinoura Space Center,,Japan
SRC,7/7/98,3:15:00,Shtil',Tubsat,Retired,Success,Night,K-407 Submarine,Barents Sea Launch Area,,Barents Sea
VKS RF,7/10/98,6:30:00,Zenit-2,Resurs-O1 na A4 & Others,Retired,Success,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
VKS RF,7/28/98,9:15:00,Zenit-2,Cosmos 2360,Retired,Success,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
RVSN USSR,8/12/98,12:53:00,Molniya-M /Block ML,Molniya-1 na A133,Retired,Success,Day,Site 41/1,Plesetsk Cosmodrome,,Russia
CASC,8/19/98,23:01:00,Long March 2C,Iridium 76 & 78,Active,Success,Night,LC-7,Taiyuan Satellite Launch Center,,China
Arianespace,8/25/98,23:07:00,Ariane 44P,ST-1,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
KCST,8/31/98,3:07:00,Taepodong-1,KwangmyAAngsAAng 1,Retired,Failure,Night,Pad 1,Tonghae Satellite Launching Ground,,North Korea
VKS RF,9/9/98,20:29:00,Zenit-2,Globalstar Satellites,Retired,Failure,Night,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
Arianespace,9/16/98,6:31:00,Ariane 44LP,Panamsat-7,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,9/28/98,23:41:00,Molniya-M /Block ML,Molniya-1T na A168,Retired,Success,Night,Site 43/3,Plesetsk Cosmodrome,,Russia
Arianespace,10/5/98,22:51:00,Ariane 44L,"Eutelsat W2, Sirius-3",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
ESA,10/21/98,16:37:00,Ariane 5 G,MaqSat 3 & ARD,Retired,Success,Day,ELA-3,Guiana Space Centre - French Guiana,,France
Arianespace,10/28/98,22:15:00,Ariane 44L,"Afristar, GE-5",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,12/6/98,0:43:00,Ariane 42L,Satmex 5,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,12/10/98,11:57:00,Cosmos-3M (11K65M),Nadiezhda na A8 & Astrid 2,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
CASC,12/19/98,11:39:00,Long March 2C,Iridium 88 & 89,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
Arianespace,12/22/98,1:08:00,Ariane 42L,Panamsat-6B,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,12/24/98,20:02:00,Cosmos-3M (11K65M),Cosmos 2361,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,2/26/99,22:44:00,Ariane 44L,"Arabsat-3A, Skynet 4E",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Sea Launch,3/28/99,,Zenit-3 SL,DemoSat,Retired,Success,,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Arianespace,4/2/99,22:03:00,Ariane 42P,Insat-2E,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Kosmotras,4/21/99,,Dnepr,UoSat 12,Retired,Success,,Site 109/95,Baikonur Cosmodrome,,Kazakhstan
VKS RF,4/28/99,,Cosmos-3M (11K65M),ABRIXAS & Megsat 0,Retired,Success,,Site 107/1,Kapustin Yar,,Russia
CASC,5/10/99,1:33:00,Long March 4B,Fengyun 1C & Shijian-5,Active,Success,Night,LC-7,Taiyuan Satellite Launch Center,,China
ISRO,5/29/99,11:52:00,PSLV-G,"IRS-P4, DLR-Tubsat, & Kitsat-3",Retired,Success,Day,First Launch Pad,Satish Dhawan Space Centre,,India
CASC,6/11/99,17:15:00,Long March 2C,Iridium 92 & 93,Active,Success,Day,LC-7,Taiyuan Satellite Launch Center,,China
VKS RF,7/8/99,8:45:00,Molniya-M /Block ML,Molniya-3 na A169,Retired,Success,Day,Site 43/3,Plesetsk Cosmodrome,,Russia
VKS RF,7/17/99,5:37:00,Zenit-2,Okean-O na A1,Retired,Success,Night,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
Arianespace,8/12/99,22:52:00,Ariane 42P,Telkom-1,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,8/26/99,12:02:00,Cosmos-3M (11K65M),Cosmos 2366,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,9/4/99,22:34:00,Ariane 42P,Koreasat-3,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,9/25/99,6:29:00,Ariane 44LP,Telstar 7,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Sea Launch,10/10/99,,Zenit-3 SL,DirecTV 1R,Retired,Success,,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
CASC,10/14/99,3:15:00,Long March 4B,CBERS-1 & SACI 1,Active,Success,Night,LC-7,Taiyuan Satellite Launch Center,,China
Arianespace,10/19/99,6:22:00,Ariane 44LP,Orion 2,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,11/13/99,22:54:00,Ariane 44LP,GE-4,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MHI,11/15/99,7:29:00,H-IIS,Himawari 6,Retired,Failure,Day,LA-Y1,Tanegashima Space Center,,Japan
CASC,11/19/99,22:30:00,Long March 2F,Shenzhou 1,Retired,Success,Night,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China
Arianespace,12/3/99,16:22:00,Ariane 40,Helios 1B & Cl??mentine,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,12/10/99,14:32:00,Ariane 5 G,XMM-Newton,Retired,Success,Day,ELA-3,Guiana Space Centre - French Guiana,,France
AEB,12/11/99,19:40:00,VLS-1,SACI-2,Retired,Failure,Night,VLS Pad,Alc̢ntara Launch Center - Maranḥo,,Brazil
Arianespace,12/22/99,0:50:00,Ariane 44L,Galaxy-11,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,12/26/99,8:00:00,Tsyklon-2,Cosmos 2367,Retired,Success,Day,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
VKS RF,12/27/99,19:12:00,Molniya-M /Block 2BL,Cosmos 2368,Retired,Success,Night,Site 16/2,Plesetsk Cosmodrome,,Russia
Arianespace,1/25/00,1:04:00,Ariane 42L,Galaxy 10R,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,1/25/00,16:45:00,Long March 3A,ChinaSat-22,Active,Success,Day,LC-2,Xichang Satellite Launch Center,,China
ISAS,2/10/00,1:30:00,Mu-V / M-24,Astro E,Retired,Failure,Night,Mu Pad,Uchinoura Space Center,,Japan
Arianespace,2/18/00,1:04:00,Ariane 44LP,Superbird 4,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,3/2/00,9:26:00,Zenit-2,Cosmos 2369,Retired,Success,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
Sea Launch,3/12/00,14:49:00,Zenit-3 SL,ICO F-1,Retired,Failure,Day,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Arianespace,3/21/00,23:28:00,Ariane 5 G,INSAT-3B & AsiaStar,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Arianespace,4/19/00,0:29:00,Ariane 42L,Galaxy 4R,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Eurockot,5/16/00,8:27:00,Rokot/Briz KM,SimSat 1 & 2 (Iridium),Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
CASC,6/25/00,11:50:00,Long March 3,Fengyun-2B,Retired,Success,Day,LC-3,Xichang Satellite Launch Center,,China
VKS RF,6/28/00,10:37:00,Cosmos-3M (11K65M),"Nadiezhda na A9, Tsinghua-1 & SNAP-1",Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
VKS RF,7/15/00,12:00:00,Cosmos-3M (11K65M),"CHAMP, MITA & Rubin 1",Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Sea Launch,7/28/00,22:41:00,Zenit-3 SL,PAS 9,Retired,Success,Night,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Arianespace,8/17/00,23:16:00,Ariane 44LP,"Brasilsat B4, Nilesat 102",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,9/6/00,22:33:00,Ariane 44P,Eutelsat W1,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,9/14/00,22:54:00,Ariane 5 G,Astra 2B & GE-7,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
VKS RF,9/25/00,10:10:00,Zenit-2,Cosmos 2372,Retired,Success,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
Kosmotras,9/26/00,10:05:00,Dnepr,Megsat 1 & Others,Retired,Success,Day,Site 109/95,Baikonur Cosmodrome,,Kazakhstan
Arianespace,10/6/00,23:00:00,Ariane 42L,N-SAT 110,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Sea Launch,10/21/00,5:51:00,Zenit-3 SL,Thuraya 1,Retired,Success,Night,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Arianespace,10/29/00,5:59:00,Ariane 44LP,EuropeStar F1,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,10/30/00,16:02:00,Long March 3A,Beidou-1A,Active,Success,Day,LC-2,Xichang Satellite Launch Center,,China
Arianespace,11/16/00,1:07:00,Ariane 5 G,"PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
VKS RF,11/20/00,23:00:00,Cosmos-3M (11K65M),QuickBird-1,Retired,Failure,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,11/21/00,23:56:00,Ariane 44L,Anik F1,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MITT,12/5/00,12:32:00,Start-1,EROS A,Active,Success,Day, ,Svobodny Cosmodrome,,Russia
Arianespace,12/20/00,0:26:00,Ariane 5 G,"Astra 2D, GE-8, LDREX",Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
CASC,12/20/00,16:20:00,Long March 3A,Beidou-1B,Active,Success,Day,LC-2,Xichang Satellite Launch Center,,China
VKS RF,12/27/00,18:56:00,Tsyklon-3,Cosmos 2377 to 2379 & Gonets 7 to 9,Retired,Failure,Night,Site 32/1,Plesetsk Cosmodrome,,Russia
CASC,1/9/01,17:00:00,Long March 2F,Shenzhou 2,Retired,Success,Day,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China
Arianespace,1/10/01,22:09:00,Ariane 44P,Turksat 2A,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,2/7/01,23:05:00,Ariane 44L,"Sicral-1, Skynet 4F",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MITT,2/20/01,8:48:00,Start-1,Odin,Active,Success,Day, ,Svobodny Cosmodrome,,Russia
Arianespace,3/8/01,22:51:00,Ariane 5 G,Eurobird-1 & BSat-2a,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Sea Launch,3/18/01,22:33:00,Zenit-3 SL,XM-2,Retired,Success,Night,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
ISRO,4/18/01,10:13:00,GSLV Mk I,GSAT-1,Retired,Partial Failure,Day,First Launch Pad,Satish Dhawan Space Centre,,India
Sea Launch,5/8/01,,Zenit-3 SL,XM-1,Retired,Success,,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
VKS RF,6/8/01,15:08:00,Cosmos-3M (11K65M),Cosmos 2378,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,6/9/01,6:45:00,Ariane 44L,Intelsat 901,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,7/12/01,21:58:00,Ariane 5 G,Artemis & BSAT-2b,Retired,Partial Failure,Night,ELA-3,Guiana Space Centre - French Guiana,,France
VKS RF,7/20/01,0:17:00,Molniya-M /Block ML,Molniya-3K na A170,Retired,Success,Night,Site 43/4,Plesetsk Cosmodrome,,Russia
MHI,8/29/01,7:00:00,H-IIA 202,VEP 2 & LRE,Active,Success,Day,LA-Y1,Tanegashima Space Center,,Japan
Arianespace,8/30/01,6:46:00,Ariane 44L,Intelsat 902,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,9/25/01,23:21:00,Ariane 44P,Atlantic Bird 2,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
ISRO,10/22/01,10:23:00,PSLV-G,"TES, BIRD & PROBA",Retired,Success,Day,First Launch Pad,Satish Dhawan Space Centre,,India
VKS RF,10/25/01,11:34:00,Molniya-M /Block ML,Molniya-3 na A171,Retired,Success,Day,Site 43/3,Plesetsk Cosmodrome,,Russia
Arianespace,11/27/01,5:59:00,Ariane 44LP,DirecTV-4S,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,12/10/01,17:18:00,Zenit-2,Meteor 3M na A1 & Others,Retired,Success,Day,Site 45/1,Baikonur Cosmodrome,,Kazakhstan
VKS RF,12/21/01,4:00:00,Tsyklon-2,Cosmos 2383,Retired,Success,Night,Site 90/20,Baikonur Cosmodrome,,Kazakhstan
VKS RF,12/28/01,3:24:00,Tsyklon-3,Cosmos 2384 to 2386 & Gonets 10 to 12,Retired,Success,Night,Site 32/1,Plesetsk Cosmodrome,,Russia
Arianespace,1/23/02,23:46:00,Ariane 42L,Insat 3C,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
MHI,2/4/02,2:45:00,H-IIA 2024,"VEP 3, Tsubasa & DASH",Retired,Success,Night,LA-Y1,Tanegashima Space Center,,Japan
Arianespace,2/23/02,6:59:00,Ariane 44L,Intelsat 904,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Arianespace,3/1/02,1:07:00,Ariane 5 G,Envisat,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Eurockot,3/17/02,9:21:00,Rokot/Briz KM,GRACE 1 & 2,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
CASC,3/25/02,14:15:00,Long March 2F,Shenzhou 3,Retired,Success,Day,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China
Arianespace,3/29/02,1:29:00,Ariane 44L,"Astra 3A, JCSAT-8",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,4/1/02,22:06:00,Molniya-M /Block 2BL,Cosmos 2388,Retired,Success,Night,Site 16/2,Plesetsk Cosmodrome,,Russia
Arianespace,4/16/02,23:02:00,Ariane 44L,NSS-7,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
CASC,5/15/02,1:50:00,Long March 4B,Fengyun-1D & Haiyang-1A,Active,Success,Night,LC-7,Taiyuan Satellite Launch Center,,China
VKS RF,5/28/02,8:14:00,Cosmos-3M (11K65M),Cosmos 2389,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
IAI,5/28/02,,Shavit-1,Ofek-5,Retired,Success,,Pad 1,Palmachim Airbase,,Israel
Arianespace,6/5/02,6:44:00,Ariane 44L,Intelsat 905,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
Sea Launch,6/15/02,22:39:00,Zenit-3 SL,Galaxy IIIC,Retired,Success,Night,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Eurockot,6/20/02,9:33:00,Rokot/Briz KM,Iridium SV97 and SV98,Retired,Success,Day,Site 133/3,Plesetsk Cosmodrome,,Russia
Arianespace,7/2/02,23:22:00,Ariane 5 G,Stellat-5 & NStar-C,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Arianespace,7/5/02,23:02:00,Ariane 42P,"SPOT-5, IDEFIX",Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
VKS RF,7/8/02,6:35:00,Cosmos-3M (11K65M),Cosmos 2390 and 2391,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,8/28/02,22:45:00,Ariane 5 G,"Atlantic Bird 1, MSG-1, MFD",Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
Arianespace,9/6/02,6:44:00,Ariane 44L,Intelsat 906,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
MHI,9/10/02,8:20:00,H-IIA 2024,USERS & Kodama,Retired,Success,Day,LA-Y1,Tanegashima Space Center,,Japan
ISRO,9/12/02,10:23:00,PSLV-G,C4 - MetSat-1 (Kalpana-1),Retired,Success,Day,First Launch Pad,Satish Dhawan Space Centre,,India
CASIC,9/15/02,,Kaituozhe 1,PS 1,Retired,Failure,, ,Taiyuan Satellite Launch Center,,China
VKS RF,9/26/02,14:27:00,Cosmos-3M (11K65M),Nadiezhda-M na A1,Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
CASC,10/27/02,3:17:00,Long March 4B,Ziyuan ll-02,Active,Success,Night,LC-7,Taiyuan Satellite Launch Center,,China
VKS RF,11/28/02,6:07:00,Cosmos-3M (11K65M),"AlSat 1, Mozhayets 4 & Rubin 3-DSI",Retired,Success,Day,Site 132/1,Plesetsk Cosmodrome,,Russia
Arianespace,12/11/02,22:22:00,Ariane 5 ECA,"Hot Bird 7, Stentor, MFD-A, MFD-B",Active,Failure,Night,ELA-3,Guiana Space Centre - French Guiana,,France
MHI,12/14/02,1:31:00,H-IIA 202,"Midori 2, WEOS & Others",Active,Success,Night,LA-Y1,Tanegashima Space Center,,Japan
Arianespace,12/17/02,23:04:00,Ariane 44L,NSS-6,Retired,Success,Night,ELA-2,Guiana Space Centre - French Guiana,,France
Kosmotras,12/20/02,,Dnepr,Rubin 2 & Others,Retired,Success,,Site 109/95,Baikonur Cosmodrome,,Kazakhstan
VKS RF,12/24/02,12:20:00,Molniya-M /Block 2BL,Cosmos 2393,Retired,Success,Day,Site 16/2,Plesetsk Cosmodrome,,Russia
CASC,12/29/02,16:40:00,Long March 2F,Shenzhou 4,Retired,Success,Day,Site 901 (SLS-1),Jiuquan Satellite Launch Center,,China
Arianespace,2/15/03,7:00:00,Ariane 44L,Intelsat 907,Retired,Success,Day,ELA-2,Guiana Space Centre - French Guiana,,France
MHI,3/28/03,1:27:00,H-IIA 2024,"IGS-Optical 1, IGS-Radar 1",Retired,Success,Night,LA-Y1,Tanegashima Space Center,,Japan
VKS RF,4/2/03,1:53:00,Molniya-M /Block ML,Molniya-1T na A172,Retired,Success,Night,Site 16/2,Plesetsk Cosmodrome,,Russia
Arianespace,4/9/03,22:52:00,Ariane 5 G,INSAT-3A & Galaxy 12,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
ISRO,5/8/03,11:28:00,GSLV Mk I,GSAT-2,Retired,Success,Day,First Launch Pad,Satish Dhawan Space Centre,,India
ISAS,5/9/03,4:29:00,Mu-V / M-25,Hayabusa,Retired,Success,Night,Mu Pad,Uchinoura Space Center,,Japan
CASC,5/24/03,16:34:00,Long March 3A,Beidou-1C,Active,Success,Day,LC-2,Xichang Satellite Launch Center,,China
Starsem,6/2/03,17:45:00,Soyuz FG/Fregat,Mars Express,Retired,Success,Day,Site 31/6,Baikonur Cosmodrome,,Kazakhstan
VKS RF,6/4/03,19:23:00,Cosmos-3M (11K65M),Cosmos 2398,Retired,Success,Night,Site 132/1,Plesetsk Cosmodrome,,Russia
Sea Launch,6/10/03,13:55:00,Zenit-3 SL,Thuraya-2,Retired,Success,Day,LP Odyssey,Kiritimati Launch Area,,Pacific Ocean
Arianespace,6/11/03,22:38:00,Ariane 5 G,Optus C1 & BSAT-2c,Retired,Success,Night,ELA-3,Guiana Space Centre - French Guiana,,France
